#Subj:	10927
#Run:	1
#Age:	21
#Gender:	male
#25-Apr-2013
Func	Run	Trial	Block	Null	trialStartTime	Mag	ScoreInc	Freq	EV	RT	Emotion	Image
CEV	   1	   1	   1	   0	1.311610e+02	 111	   0	3.405714e-01	3.768114e+01	3916	fear	fear_10.png	
CEV	   1	   2	   1	   0	1.391572e+02	  71	  71	5.380000e-01	3.807600e+01	2534	fear	fear_4.png	
CEV	   1	   3	   1	   0	1.449051e+02	  50	  50	7.708571e-01	3.854171e+01	 904	fear	fear_8.png	
CEV	   1	   4	   1	   0	1.515762e+02	  53	  53	7.248571e-01	3.844971e+01	1226	fear	fear_21.png	
CEV	   1	   5	   1	   0	1.582562e+02	  44	  44	8.094286e-01	3.538114e+01	 634	fear	fear_1.png	
CEV	   1	   6	   1	   0	1.651827e+02	  69	   0	5.055714e-01	3.497771e+01	2761	fear	fear_6.png	
CEV	   1	   7	   1	   0	1.709662e+02	  50	  50	7.775714e-01	3.855514e+01	 857	fear	fear_9.png	
CEV	   1	   8	   1	   0	1.774444e+02	  56	  56	7.225714e-01	4.061286e+01	1242	fear	fear_11.png	
CEV	   1	   9	   1	   0	1.835533e+02	  53	  53	6.861429e-01	3.631386e+01	1497	fear	fear_12.png	
CEV	   1	  10	   1	   0	1.896125e+02	  56	   0	6.972857e-01	3.909186e+01	1419	fear	fear_17.png	
CEV	   1	  11	   1	   0	1.953172e+02	  42	  42	8.274286e-01	3.451771e+01	 508	fear	fear_15.png	
CEV	   1	  12	   1	   0	2.017023e+02	  52	  52	6.932857e-01	3.630671e+01	1447	fear	fear_14.png	
CEV	   1	  13	   1	   0	2.079618e+02	  47	  47	8.195714e-01	3.863914e+01	 563	fear	fear_5.png	
CEV	   1	  14	   1	   0	2.136973e+02	  47	  47	7.622857e-01	3.547543e+01	 964	fear	fear_7.png	
CEV	   1	  15	   1	   0	2.197201e+02	  45	  45	8.541429e-01	3.870829e+01	 321	fear	fear_16.png	
CEV	   1	  16	   1	   0	2.261534e+02	  41	  41	8.198571e-01	3.372057e+01	 561	fear	fear_18.png	
CEV	   1	  17	   1	   0	2.316992e+02	  53	  53	7.657143e-01	4.082857e+01	 940	fear	fear_13.png	
CEV	   1	  18	   1	   0	2.379764e+02	  49	  49	7.784286e-01	3.777843e+01	 851	fear	fear_20.png	
CEV	   1	  19	   1	   0	2.443579e+02	  47	  47	8.354286e-01	3.950629e+01	 452	fear	fear_19.png	
CEV	   1	  20	   1	   0	2.501917e+02	  47	  47	7.905714e-01	  37	 766	fear	fear_3.png	
CEV	   1	  21	   1	   0	2.572102e+02	  54	   0	7.380000e-01	3.995200e+01	1134	fear	fear_2.png	
CEV	   1	  22	   1	   0	2.639575e+02	  44	  44	8.457143e-01	  37	 380	fear	fear_3.png	
CEV	   1	  23	   1	   0	2.706156e+02	  42	  42	8.127143e-01	3.374914e+01	 611	fear	fear_12.png	
CEV	   1	  24	   1	   0	2.788400e+02	  76	  76	5.078571e-01	3.852357e+01	2745	fear	fear_15.png	
CEV	   1	  25	   1	   0	2.848828e+02	  60	  60	6.492857e-01	3.894786e+01	1755	fear	fear_18.png	
CEV	   1	  26	   1	   0	2.911813e+02	  54	  54	7.428571e-01	3.997143e+01	1100	fear	fear_20.png	
CEV	   1	  27	   1	   0	2.971642e+02	  44	  44	7.800000e-01	3.466000e+01	 840	fear	fear_14.png	
CEV	   1	  28	   1	   0	3.032511e+02	  49	  49	7.750000e-01	3.777500e+01	 875	fear	fear_1.png	
CEV	   1	  29	   1	   0	3.092277e+02	  46	   0	7.824286e-01	3.621757e+01	 823	fear	fear_7.png	
CEV	   1	  30	   1	   0	3.150927e+02	  46	  46	8.158571e-01	3.781586e+01	 589	fear	fear_13.png	
CEV	   1	  31	   1	   0	3.214248e+02	  49	  49	8.234286e-01	4.029371e+01	 536	fear	fear_6.png	
CEV	   1	  32	   1	   0	3.276191e+02	  51	  51	7.775714e-01	3.933271e+01	 857	fear	fear_19.png	
CEV	   1	  33	   1	   0	3.329307e+02	  45	  45	8.015714e-01	3.619843e+01	 689	fear	fear_10.png	
CEV	   1	  34	   1	   0	3.390425e+02	  40	  40	8.334286e-01	3.366629e+01	 466	fear	fear_2.png	
CEV	   1	  35	   1	   0	3.460658e+02	  68	   0	5.410000e-01	  37	2513	fear	fear_16.png	
CEV	   1	  36	   1	   0	3.524537e+02	  52	  52	7.777143e-01	4.011086e+01	 856	fear	fear_17.png	
CEV	   1	  37	   1	   0	3.595660e+02	  50	  50	7.477143e-01	3.774771e+01	1066	fear	fear_9.png	
CEV	   1	  38	   1	   0	3.663429e+02	  41	  41	8.091429e-01	3.295429e+01	 636	fear	fear_4.png	
CEV	   1	  39	   1	   0	3.726684e+02	  44	   0	7.924286e-01	3.462271e+01	 753	fear	fear_21.png	
CEV	   1	  40	   1	   0	3.788239e+02	  43	  43	8.150000e-01	3.537000e+01	 595	fear	fear_8.png	
CEV	   1	  41	   1	   0	3.856894e+02	  42	  42	8.140000e-01	3.455800e+01	 602	fear	fear_11.png	
CEV	   1	  42	   1	   0	3.938940e+02	  41	  41	8.531429e-01	3.529371e+01	 328	fear	fear_5.png	
DEV	   1	  43	   2	   0	4.678044e+02	  74	   0	7.423348e-01	5.464212e+01	 588	happy	happy_2.png	
DEV	   1	  44	   2	   0	4.744599e+02	  76	  76	5.670185e-01	4.334811e+01	1390	happy	happy_5.png	
DEV	   1	  45	   2	   0	4.806148e+02	  69	   0	7.440830e-01	5.100984e+01	 581	happy	happy_9.png	
DEV	   1	  46	   2	   0	4.875366e+02	  74	   0	5.419188e-01	4.015243e+01	1529	happy	happy_1.png	
DEV	   1	  47	   2	   0	4.938508e+02	  74	   0	6.678646e-01	4.927761e+01	 901	happy	happy_11.png	
DEV	   1	  48	   2	   0	5.020808e+02	  77	   0	4.132281e-01	3.162538e+01	2444	happy	happy_13.png	
DEV	   1	  49	   2	   0	5.082272e+02	  70	   0	6.611214e-01	4.625833e+01	 931	happy	happy_17.png	
DEV	   1	  50	   2	   0	5.140817e+02	  71	   0	5.681375e-01	4.057663e+01	1384	happy	happy_8.png	
DEV	   1	  51	   2	   0	5.207236e+02	  86	   0	3.466706e-01	2.966144e+01	3151	happy	happy_21.png	
DEV	   1	  52	   2	   0	5.283635e+02	  67	  67	7.635389e-01	5.110675e+01	 504	happy	happy_4.png	
DEV	   1	  53	   2	   0	5.335829e+02	  67	  67	8.068334e-01	5.442133e+01	 338	happy	happy_7.png	
DEV	   1	  54	   2	   0	5.395444e+02	  69	   0	7.946582e-01	5.473934e+01	 384	happy	happy_10.png	
DEV	   1	  55	   2	   0	5.468837e+02	  78	  78	4.037415e-01	3.141455e+01	2532	happy	happy_14.png	
DEV	   1	  56	   2	   0	5.543210e+02	  77	  77	4.019563e-01	3.089478e+01	2549	happy	happy_16.png	
DEV	   1	  57	   2	   0	5.611498e+02	  79	  79	6.344381e-01	4.992447e+01	1053	happy	happy_6.png	
DEV	   1	  58	   2	   0	5.675386e+02	  78	  78	5.182159e-01	4.026653e+01	1669	happy	happy_12.png	
DEV	   1	  59	   2	   0	5.743842e+02	  82	   0	5.047396e-01	4.141422e+01	1753	happy	happy_15.png	
DEV	   1	  60	   2	   0	5.807658e+02	  71	  71	7.405901e-01	5.233207e+01	 595	happy	happy_20.png	
DEV	   1	  61	   2	   0	5.871058e+02	  70	  70	7.758725e-01	5.394425e+01	 456	happy	happy_3.png	
DEV	   1	  62	   2	   0	5.939341e+02	  66	  66	8.253393e-01	5.427650e+01	 269	happy	happy_19.png	
DEV	   1	  63	   2	   0	6.008246e+02	  73	  73	5.960769e-01	4.333436e+01	1239	happy	happy_18.png	
DEV	   1	  64	   2	   0	6.077236e+02	  71	  71	7.230929e-01	5.148163e+01	 666	happy	happy_2.png	
DEV	   1	  65	   2	   0	6.130716e+02	  78	   0	6.557783e-01	5.122649e+01	 955	happy	happy_17.png	
DEV	   1	  66	   2	   0	6.193498e+02	  74	  74	6.421877e-01	4.783228e+01	1017	happy	happy_7.png	
DEV	   1	  67	   2	   0	6.259885e+02	  71	   0	7.059651e-01	4.991394e+01	 737	happy	happy_3.png	
DEV	   1	  68	   2	   0	6.342477e+02	  79	  79	4.239560e-01	3.358821e+01	2349	happy	happy_18.png	
DEV	   1	  69	   2	   0	6.398724e+02	  77	  77	6.662848e-01	5.118897e+01	 908	happy	happy_10.png	
DEV	   1	  70	   2	   0	6.466467e+02	  77	  77	4.163360e-01	3.224233e+01	2416	happy	happy_20.png	
DEV	   1	  71	   2	   0	6.535490e+02	  70	  70	6.562218e-01	4.600342e+01	 953	happy	happy_19.png	
DEV	   1	  72	   2	   0	6.603074e+02	  81	   0	5.337863e-01	4.339776e+01	1576	happy	happy_11.png	
DEV	   1	  73	   2	   0	6.668753e+02	  81	  81	4.190355e-01	3.409513e+01	2392	happy	happy_16.png	
DEV	   1	  74	   2	   0	6.736576e+02	  69	  69	7.265142e-01	5.019734e+01	 652	happy	happy_13.png	
DEV	   1	  75	   2	   0	6.802435e+02	  75	  75	7.338934e-01	5.494587e+01	 622	happy	happy_5.png	
DEV	   1	  76	   2	   0	6.878246e+02	  75	  75	4.251161e-01	3.196568e+01	2339	happy	happy_15.png	
DEV	   1	  77	   2	   0	6.939030e+02	  73	  73	7.366154e-01	5.361489e+01	 611	happy	happy_12.png	
DEV	   1	  78	   2	   0	7.004026e+02	  73	  73	7.272492e-01	5.314096e+01	 649	happy	happy_1.png	
DEV	   1	  79	   2	   0	7.082891e+02	  72	  72	7.216311e-01	5.213081e+01	 672	happy	happy_8.png	
DEV	   1	  80	   2	   0	7.154882e+02	  82	  82	4.341313e-01	3.557254e+01	2263	happy	happy_21.png	
DEV	   1	  81	   2	   0	7.233019e+02	  74	  74	7.425843e-01	5.465472e+01	 587	happy	happy_9.png	
DEV	   1	  82	   2	   0	7.292672e+02	  71	  71	7.373593e-01	5.217742e+01	 608	happy	happy_4.png	
DEV	   1	  83	   2	   0	7.363568e+02	  83	  83	4.146656e-01	3.462087e+01	2431	happy	happy_14.png	
DEV	   1	  84	   2	   0	7.427258e+02	  77	   0	6.910841e-01	5.330484e+01	 800	happy	happy_6.png	
IEV	   1	  85	   3	   0	8.126995e+02	  20	  20	8.856393e-01	1.767317e+01	 689	fear	fear_4.png	
IEV	   1	  86	   3	   0	8.181212e+02	  19	  19	8.849778e-01	1.689893e+01	 704	fear	fear_12.png	
IEV	   1	  87	   3	   0	8.246336e+02	  25	  25	8.613871e-01	2.121836e+01	1098	fear	fear_17.png	
IEV	   1	  88	   3	   0	8.316704e+02	  35	  35	8.205579e-01	2.838258e+01	1535	fear	fear_5.png	
IEV	   1	  89	   3	   0	8.387002e+02	  36	  36	7.997341e-01	2.879095e+01	1711	fear	fear_13.png	
IEV	   1	  90	   3	   0	8.452016e+02	  57	  57	6.851415e-01	3.933298e+01	2463	fear	fear_19.png	
IEV	   1	  91	   3	   0	8.513429e+02	  21	   0	8.769779e-01	1.816957e+01	 862	fear	fear_8.png	
IEV	   1	  92	   3	   0	8.581821e+02	  25	  25	8.825060e-01	2.171834e+01	 757	fear	fear_11.png	
IEV	   1	  93	   3	   0	8.649214e+02	  57	  57	6.737306e-01	3.873830e+01	2527	fear	fear_14.png	
IEV	   1	  94	   3	   0	8.712454e+02	  21	  21	8.621386e-01	1.853383e+01	1088	fear	fear_16.png	
IEV	   1	  95	   3	   0	8.775910e+02	  44	  44	7.428146e-01	3.296183e+01	2116	fear	fear_2.png	
IEV	   1	  96	   3	   0	8.856580e+02	  30	  30	8.450097e-01	2.577013e+01	1294	fear	fear_9.png	
IEV	   1	  97	   3	   0	8.932105e+02	  49	  49	6.994304e-01	3.416471e+01	2381	fear	fear_18.png	
IEV	   1	  98	   3	   0	8.992154e+02	  20	  20	8.719377e-01	1.716763e+01	 946	fear	fear_1.png	
IEV	   1	  99	   3	   0	9.067186e+02	  52	   0	6.867283e-01	3.579305e+01	2454	fear	fear_3.png	
IEV	   1	 100	   3	   0	9.132840e+02	  20	  20	8.822128e-01	1.735314e+01	 763	fear	fear_20.png	
IEV	   1	 101	   3	   0	9.197228e+02	  39	   0	8.004844e-01	3.112138e+01	1705	fear	fear_21.png	
IEV	   1	 102	   3	   0	9.255887e+02	  20	  20	8.810128e-01	1.754499e+01	 787	fear	fear_6.png	
IEV	   1	 103	   3	   0	9.322363e+02	  34	  34	7.936305e-01	2.698081e+01	1759	fear	fear_7.png	
IEV	   1	 104	   3	   0	9.417213e+02	  75	  75	5.867088e-01	4.405875e+01	2984	fear	fear_15.png	
IEV	   1	 105	   3	   0	9.482139e+02	  77	   0	5.779139e-01	4.454369e+01	3028	fear	fear_10.png	
IEV	   1	 106	   3	   0	9.560382e+02	  41	  41	7.468242e-01	3.039754e+01	2090	fear	fear_16.png	
IEV	   1	 107	   3	   0	9.635267e+02	  20	  20	8.749453e-01	1.759851e+01	 897	fear	fear_3.png	
IEV	   1	 108	   3	   0	9.701413e+02	  48	  48	7.161559e-01	3.431559e+01	2282	fear	fear_19.png	
IEV	   1	 109	   3	   0	9.776705e+02	  51	  51	6.808883e-01	3.484969e+01	2487	fear	fear_1.png	
IEV	   1	 110	   3	   0	9.846734e+02	  64	  64	6.480364e-01	4.171029e+01	2667	fear	fear_20.png	
IEV	   1	 111	   3	   0	9.924077e+02	  60	   0	6.764247e-01	4.058625e+01	2512	fear	fear_13.png	
IEV	   1	 112	   3	   0	1.000233e+03	  68	  68	6.160188e-01	4.176007e+01	2835	fear	fear_15.png	
IEV	   1	 113	   3	   0	1.006013e+03	  20	  20	8.679950e-01	1.773101e+01	1006	fear	fear_5.png	
IEV	   1	 114	   3	   0	1.012794e+03	  39	  39	8.028418e-01	3.170685e+01	1686	fear	fear_7.png	
IEV	   1	 115	   3	   0	1.020343e+03	  40	  40	7.708799e-01	3.061794e+01	1927	fear	fear_6.png	
IEV	   1	 116	   3	   0	1.027721e+03	  75	   0	5.807185e-01	4.380930e+01	3014	fear	fear_18.png	
IEV	   1	 117	   3	   0	1.036135e+03	  36	  36	8.051707e-01	2.907699e+01	1667	fear	fear_2.png	
IEV	   1	 118	   3	   0	1.042409e+03	  40	   0	7.612216e-01	3.068441e+01	1994	fear	fear_21.png	
IEV	   1	 119	   3	   0	1.049636e+03	  20	   0	8.612359e-01	1.693187e+01	1100	fear	fear_4.png	
IEV	   1	 120	   3	   0	1.055793e+03	  50	   0	7.356084e-01	3.647771e+01	2162	fear	fear_14.png	
IEV	   1	 121	   3	   0	1.063134e+03	  31	  31	7.983512e-01	2.492960e+01	1722	fear	fear_10.png	
IEV	   1	 122	   3	   0	1.071133e+03	  52	  52	6.879594e-01	3.570416e+01	2447	fear	fear_8.png	
IEV	   1	 123	   3	   0	1.077157e+03	  16	  16	8.859423e-01	1.407830e+01	 682	fear	fear_12.png	
IEV	   1	 124	   3	   0	1.084590e+03	  86	   0	5.216350e-01	4.483281e+01	3304	fear	fear_11.png	
IEV	   1	 125	   3	   0	1.090783e+03	  19	  19	8.886611e-01	1.715210e+01	 615	fear	fear_9.png	
IEV	   1	 126	   3	   0	1.098701e+03	  55	   0	6.930303e-01	3.810759e+01	2418	fear	fear_17.png	
CEVR	   1	 127	   4	   0	1.169009e+03	 153	   0	2.486082e-01	3.799443e+01	1091	scram	scram_11.png	
CEVR	   1	 128	   4	   0	1.176499e+03	 114	 114	3.290142e-01	3.765803e+01	2364	scram	scram_2.png	
CEVR	   1	 129	   4	   0	1.183545e+03	  96	   0	3.654063e-01	3.517297e+01	2756	scram	scram_4.png	
CEVR	   1	 130	   4	   0	1.189592e+03	 170	   0	2.178301e-01	  37	 355	scram	scram_9.png	
CEVR	   1	 131	   4	   0	1.196060e+03	 139	   0	2.739002e-01	3.809560e+01	1572	scram	scram_19.png	
CEVR	   1	 132	   4	   0	1.203505e+03	 109	   0	3.437749e-01	3.734377e+01	2533	scram	scram_5.png	
CEVR	   1	 133	   4	   0	1.210077e+03	 120	   0	3.167808e-01	3.795034e+01	2212	scram	scram_21.png	
CEVR	   1	 134	   4	   0	1.215622e+03	 167	   0	2.170997e-01	3.634870e+01	 335	scram	scram_3.png	
CEVR	   1	 135	   4	   0	1.221552e+03	 147	 147	2.588447e-01	3.803538e+01	1297	scram	scram_14.png	
CEVR	   1	 136	   4	   0	1.227867e+03	 144	 144	2.572507e-01	  37	1266	scram	scram_17.png	
CEVR	   1	 137	   4	   0	1.235284e+03	 137	   0	2.801211e-01	3.840061e+01	1677	scram	scram_12.png	
CEVR	   1	 138	   4	   0	1.241987e+03	 161	   0	2.294472e-01	  37	 656	scram	scram_20.png	
CEVR	   1	 139	   4	   0	1.249163e+03	 125	   0	2.873946e-01	3.585042e+01	1794	scram	scram_13.png	
CEVR	   1	 140	   4	   0	1.256375e+03	  88	  88	3.998148e-01	3.500093e+01	3061	scram	scram_8.png	
CEVR	   1	 141	   4	   0	1.262938e+03	 123	 123	3.016539e-01	3.700000e+01	2007	scram	scram_18.png	
CEVR	   1	 142	   4	   0	1.269845e+03	 148	   0	2.559794e-01	3.776794e+01	1241	scram	scram_10.png	
CEVR	   1	 143	   4	   0	1.276822e+03	 148	 148	2.538718e-01	3.750774e+01	1199	scram	scram_15.png	
CEVR	   1	 144	   4	   0	1.283273e+03	 149	   0	2.524366e-01	3.750487e+01	1170	scram	scram_16.png	
CEVR	   1	 145	   4	   0	1.290348e+03	 129	   0	2.974960e-01	3.848748e+01	1947	scram	scram_1.png	
CEVR	   1	 146	   4	   0	1.297093e+03	 150	   0	2.519946e-01	3.775598e+01	1161	scram	scram_7.png	
CEVR	   1	 147	   4	   0	1.303806e+03	 126	   0	2.906846e-01	3.670932e+01	1845	scram	scram_6.png	
CEVR	   1	 148	   4	   0	1.311247e+03	 157	 157	2.304270e-01	3.607829e+01	 680	scram	scram_16.png	
CEVR	   1	 149	   4	   0	1.318573e+03	 134	   0	2.702985e-01	3.618910e+01	1509	scram	scram_15.png	
CEVR	   1	 150	   4	   0	1.325579e+03	 156	   0	2.422372e-01	3.772671e+01	 954	scram	scram_8.png	
CEVR	   1	 151	   4	   0	1.331971e+03	 147	   0	2.451259e-01	3.601950e+01	1017	scram	scram_4.png	
CEVR	   1	 152	   4	   0	1.338214e+03	 147	   0	2.510663e-01	  37	1142	scram	scram_1.png	
CEVR	   1	 153	   4	   0	1.344509e+03	 164	   0	2.280733e-01	3.745615e+01	 622	scram	scram_5.png	
CEVR	   1	 154	   4	   0	1.351076e+03	 139	   0	2.620397e-01	3.647592e+01	1358	scram	scram_9.png	
CEVR	   1	 155	   4	   0	1.357983e+03	  94	   0	3.736295e-01	3.513185e+01	2834	scram	scram_10.png	
CEVR	   1	 156	   4	   0	1.363848e+03	 150	 150	2.423278e-01	3.627302e+01	 956	scram	scram_21.png	
CEVR	   1	 157	   4	   0	1.371217e+03	 142	 142	2.581738e-01	3.674183e+01	1284	scram	scram_18.png	
CEVR	   1	 158	   4	   0	1.377237e+03	 154	   0	2.401261e-01	  37	 907	scram	scram_11.png	
CEVR	   1	 159	   4	   0	1.383431e+03	 161	   0	2.370059e-01	3.818503e+01	 836	scram	scram_2.png	
CEVR	   1	 160	   4	   0	1.390151e+03	 129	   0	2.789746e-01	3.588410e+01	1658	scram	scram_7.png	
CEVR	   1	 161	   4	   0	1.396132e+03	 150	   0	2.431468e-01	3.651371e+01	 974	scram	scram_13.png	
CEVR	   1	 162	   4	   0	1.403512e+03	 106	   0	3.480247e-01	  37	2579	scram	scram_3.png	
CEVR	   1	 163	   4	   0	1.409604e+03	 161	   0	2.281938e-01	3.677181e+01	 625	scram	scram_14.png	
CEVR	   1	 164	   4	   0	1.416032e+03	 141	   0	2.579681e-01	3.648406e+01	1280	scram	scram_19.png	
CEVR	   1	 165	   4	   0	1.421346e+03	 169	   0	2.211030e-01	3.744221e+01	 443	scram	scram_17.png	
CEVR	   1	 166	   4	   0	1.429218e+03	  96	   0	3.929005e-01	3.778580e+01	3004	scram	scram_6.png	
CEVR	   1	 167	   4	   0	1.436185e+03	 116	 116	3.118228e-01	3.606453e+01	2147	scram	scram_20.png	
CEVR	   1	 168	   4	   0	1.443834e+03	 136	 136	2.831220e-01	3.841561e+01	1726	scram	scram_12.png	
CEV	   1	 169	   5	   0	1.522857e+03	  43	  43	7.657143e-01	3.317143e+01	 940	happy	happy_19.png	
CEV	   1	 170	   5	   0	1.530200e+03	  73	   0	5.401429e-01	3.916057e+01	2519	happy	happy_15.png	
CEV	   1	 171	   5	   0	1.536262e+03	  43	  43	8.022857e-01	3.459314e+01	 684	happy	happy_18.png	
CEV	   1	 172	   5	   0	1.542672e+03	  47	   0	7.801429e-01	  37	 839	happy	happy_13.png	
CEV	   1	 173	   5	   0	1.549799e+03	  68	   0	5.204286e-01	3.543871e+01	2657	happy	happy_8.png	
CEV	   1	 174	   5	   0	1.557108e+03	  48	  48	7.945714e-01	3.779457e+01	 738	happy	happy_11.png	
CEV	   1	 175	   5	   0	1.563027e+03	  48	  48	7.211429e-01	3.483657e+01	1252	happy	happy_12.png	
CEV	   1	 176	   5	   0	1.569815e+03	  51	  51	7.297143e-01	  37	1192	happy	happy_7.png	
CEV	   1	 177	   5	   0	1.576622e+03	  54	  54	6.972857e-01	3.769729e+01	1419	happy	happy_3.png	
CEV	   1	 178	   5	   0	1.584035e+03	  63	   0	5.792857e-01	3.642071e+01	2245	happy	happy_20.png	
CEV	   1	 179	   5	   0	1.590110e+03	  43	  43	8.211429e-01	3.535771e+01	 552	happy	happy_9.png	
CEV	   1	 180	   5	   0	1.596661e+03	  49	  49	7.658571e-01	3.776586e+01	 939	happy	happy_17.png	
CEV	   1	 181	   5	   0	1.602947e+03	  56	   0	7.037143e-01	3.911114e+01	1374	happy	happy_6.png	
CEV	   1	 182	   5	   0	1.608783e+03	  52	  52	7.407143e-01	3.848143e+01	1115	happy	happy_2.png	
CEV	   1	 183	   5	   0	1.616432e+03	  57	  57	6.571429e-01	3.765714e+01	1700	happy	happy_4.png	
CEV	   1	 184	   5	   0	1.623618e+03	  57	   0	6.984286e-01	3.979371e+01	1411	happy	happy_5.png	
CEV	   1	 185	   5	   0	1.630115e+03	  52	  52	7.565714e-01	3.926971e+01	1004	happy	happy_1.png	
CEV	   1	 186	   5	   0	1.636356e+03	  55	  55	6.818571e-01	3.768186e+01	1527	happy	happy_14.png	
CEV	   1	 187	   5	   0	1.643029e+03	  51	  51	7.068571e-01	3.629314e+01	1352	happy	happy_16.png	
CEV	   1	 188	   5	   0	1.650125e+03	  75	  75	4.720000e-01	3.558400e+01	2996	happy	happy_10.png	
CEV	   1	 189	   5	   0	1.656599e+03	  48	  48	7.610000e-01	3.623900e+01	 973	happy	happy_21.png	
CEV	   1	 190	   5	   0	1.664157e+03	  78	  78	4.821429e-01	3.748214e+01	2925	happy	happy_9.png	
CEV	   1	 191	   5	   0	1.671643e+03	  80	   0	4.761429e-01	3.795229e+01	2967	happy	happy_7.png	
CEV	   1	 192	   5	   0	1.677204e+03	  50	  50	7.605714e-01	3.776057e+01	 976	happy	happy_18.png	
CEV	   1	 193	   5	   0	1.683867e+03	  44	  44	7.640000e-01	3.394400e+01	 952	happy	happy_15.png	
CEV	   1	 194	   5	   0	1.689546e+03	  47	  47	7.905714e-01	  37	 766	happy	happy_17.png	
CEV	   1	 195	   5	   0	1.696651e+03	  59	   0	6.130000e-01	3.638700e+01	2009	happy	happy_3.png	
CEV	   1	 196	   5	   0	1.703359e+03	  81	   0	4.685714e-01	3.793714e+01	3020	happy	happy_5.png	
CEV	   1	 197	   5	   0	1.709889e+03	  49	  49	7.492857e-01	  37	1055	happy	happy_2.png	
CEV	   1	 198	   5	   0	1.716103e+03	  48	  48	7.184286e-01	3.412629e+01	1271	happy	happy_13.png	
CEV	   1	 199	   5	   0	1.722447e+03	  53	  53	7.395714e-01	3.921871e+01	1123	happy	happy_12.png	
CEV	   1	 200	   5	   0	1.728769e+03	  47	  47	7.214286e-01	3.411429e+01	1250	happy	happy_11.png	
CEV	   1	 201	   5	   0	1.735809e+03	  47	  47	7.407143e-01	3.477786e+01	1115	happy	happy_4.png	
CEV	   1	 202	   5	   0	1.743348e+03	  53	  53	6.817143e-01	3.631829e+01	1528	happy	happy_19.png	
CEV	   1	 203	   5	   0	1.749844e+03	  49	   0	7.595714e-01	  37	 983	happy	happy_6.png	
