#Subj:	11043
#Run:	1
#Age:	16
#Gender:	male
#09-May-2013
Func	Run	Trial	Block	Null	trialStartTime	Mag	ScoreInc	Freq	EV	RT	Emotion	Image
CEV	   1	   1	  12	   0	1.111244e+02	  92	   0	4.107143e-01	3.782143e+01	3425	scram	scram_16.png	
CEV	   1	   2	  12	   0	1.174614e+02	  49	  49	7.942857e-01	3.858857e+01	 740	scram	scram_8.png	
CEV	   1	   3	  12	   0	1.246242e+02	  60	  60	6.425714e-01	3.828514e+01	1802	scram	scram_15.png	
CEV	   1	   4	  12	   0	1.315197e+02	  95	  95	3.994286e-01	3.779886e+01	3504	scram	scram_12.png	
CEV	   1	   5	  12	   0	1.398685e+02	  95	  95	3.802857e-01	3.623943e+01	3638	scram	scram_3.png	
CEV	   1	   6	  12	   0	1.464372e+02	  48	   0	7.142857e-01	3.414286e+01	1300	scram	scram_2.png	
CEV	   1	   7	  12	   0	1.535585e+02	  72	  72	5.307143e-01	3.806143e+01	2585	scram	scram_5.png	
CEV	   1	   8	  12	   0	1.612087e+02	  96	  96	4.070000e-01	3.903500e+01	3451	scram	scram_18.png	
CEV	   1	   9	  12	   0	1.681460e+02	  73	  73	4.990000e-01	3.650100e+01	2807	scram	scram_7.png	
CEV	   1	  10	  12	   0	1.760055e+02	 101	   0	3.774286e-01	3.813229e+01	3658	scram	scram_21.png	
CEV	   1	  11	  12	   0	1.827974e+02	  40	  40	8.568571e-01	3.442943e+01	 302	scram	scram_6.png	
CEV	   1	  12	  12	   0	1.890543e+02	  48	  48	7.477143e-01	3.625229e+01	1066	scram	scram_19.png	
CEV	   1	  13	  12	   0	1.960174e+02	  63	   0	6.047143e-01	3.820943e+01	2067	scram	scram_9.png	
CEV	   1	  14	  12	   0	2.035165e+02	  79	   0	4.558571e-01	3.608829e+01	3109	scram	scram_20.png	
CEV	   1	  15	  12	   0	2.104600e+02	  81	  81	4.677143e-01	3.793543e+01	3026	scram	scram_17.png	
CEV	   1	  16	  12	   0	2.177497e+02	  65	  65	5.401429e-01	3.483943e+01	2519	scram	scram_11.png	
CEV	   1	  17	  12	   0	2.239559e+02	  78	  78	5.072857e-01	3.953643e+01	2749	scram	scram_14.png	
CEV	   1	  18	  12	   0	2.302895e+02	  71	  71	5.295714e-01	3.752957e+01	2593	scram	scram_10.png	
CEV	   1	  19	  12	   0	2.377368e+02	  73	  73	5.270000e-01	3.858100e+01	2611	scram	scram_13.png	
CEV	   1	  20	  12	   0	2.449411e+02	  48	  48	7.650000e-01	  37	 945	scram	scram_1.png	
CEV	   1	  21	  12	   0	2.527970e+02	 110	   0	3.501429e-01	3.840057e+01	3849	scram	scram_4.png	
CEV	   1	  22	  12	   0	2.604545e+02	  97	  97	3.801429e-01	3.700000e+01	3639	scram	scram_12.png	
CEV	   1	  23	  12	   0	2.675888e+02	  69	  69	5.047143e-01	3.498114e+01	2767	scram	scram_3.png	
CEV	   1	  24	  12	   0	2.751811e+02	  57	  57	6.870000e-01	3.906100e+01	1491	scram	scram_2.png	
CEV	   1	  25	  12	   0	2.818492e+02	  51	  51	7.784286e-01	3.933529e+01	 851	scram	scram_11.png	
CEV	   1	  26	  12	   0	2.873971e+02	  51	  51	7.827143e-01	4.013086e+01	 821	scram	scram_9.png	
CEV	   1	  27	  12	   0	2.939819e+02	  58	  58	6.017143e-01	3.519486e+01	2088	scram	scram_5.png	
CEV	   1	  28	  12	   0	3.018076e+02	  84	   0	4.461429e-01	3.744614e+01	3177	scram	scram_21.png	
CEV	   1	  29	  12	   0	3.092357e+02	  95	   0	3.862857e-01	3.661371e+01	3596	scram	scram_20.png	
CEV	   1	  30	  12	   0	3.157246e+02	  44	  44	8.571429e-01	3.785714e+01	 300	scram	scram_19.png	
CEV	   1	  31	  12	   0	3.228746e+02	  62	  62	6.397143e-01	3.955886e+01	1822	scram	scram_10.png	
CEV	   1	  32	  12	   0	3.300024e+02	  99	   0	3.834286e-01	3.815029e+01	3616	scram	scram_8.png	
CEV	   1	  33	  12	   0	3.364900e+02	  80	   0	4.552857e-01	3.654471e+01	3113	scram	scram_6.png	
CEV	   1	  34	  12	   0	3.437022e+02	  97	  97	3.651429e-01	3.553943e+01	3744	scram	scram_14.png	
CEV	   1	  35	  12	   0	3.499135e+02	  51	   0	7.321429e-01	3.700000e+01	1175	scram	scram_15.png	
CEV	   1	  36	  12	   0	3.564147e+02	  66	  66	5.921429e-01	3.936857e+01	2155	scram	scram_7.png	
CEV	   1	  37	  12	   0	3.643990e+02	 108	   0	3.461429e-01	3.734614e+01	3877	scram	scram_4.png	
CEV	   1	  38	  12	   0	3.707567e+02	  39	  39	8.378571e-01	3.281071e+01	 435	scram	scram_18.png	
CEV	   1	  39	  12	   0	3.766220e+02	  58	   0	6.061429e-01	3.518157e+01	2057	scram	scram_16.png	
CEV	   1	  40	  12	   0	3.845104e+02	  66	  66	5.457143e-01	3.590857e+01	2480	scram	scram_13.png	
CEV	   1	  41	  12	   0	3.915783e+02	  58	  58	6.061429e-01	3.518157e+01	2057	scram	scram_1.png	
CEV	   1	  42	  12	   0	3.983333e+02	  59	   0	6.098571e-01	3.578029e+01	2031	scram	scram_17.png	
