#Subj:	11138
#Run:	1
#Age:	19
#Gender:	male
#02-Apr-2013
Func	Run	Trial	Block	Null	trialStartTime	Mag	ScoreInc	Freq	EV	RT	Emotion	Image
CEV	   1	   1	   1	   0	1.027833e+02	 111	   0	3.381429e-01	3.767629e+01	3933	fear	fear_10.png	
CEV	   1	   2	   1	   0	1.110112e+02	 115	   0	3.264286e-01	3.765286e+01	4015	fear	fear_4.png	
CEV	   1	   3	   1	   0	1.182163e+02	 112	 112	3.361429e-01	3.767229e+01	3947	fear	fear_8.png	
CEV	   1	   4	   1	   0	1.261994e+02	 111	 111	3.380000e-01	3.767600e+01	3934	fear	fear_21.png	
CEV	   1	   5	   1	   0	1.344400e+02	 104	 104	3.501429e-01	3.629971e+01	3849	fear	fear_1.png	
CEV	   1	   6	   1	   0	1.419191e+02	 105	   0	3.404286e-01	3.563829e+01	3917	fear	fear_6.png	
CEV	   1	   7	   1	   0	1.491868e+02	 110	 110	3.420000e-01	3.768400e+01	3906	fear	fear_9.png	
CEV	   1	   8	   1	   0	1.568648e+02	 106	 106	3.678571e-01	3.883929e+01	3725	fear	fear_11.png	
CEV	   1	   9	   1	   0	1.641196e+02	 106	   0	3.458571e-01	3.665414e+01	3879	fear	fear_12.png	
CEV	   1	  10	   1	   0	1.711489e+02	  93	   0	4.105714e-01	3.823171e+01	3426	fear	fear_17.png	
CEV	   1	  11	   1	   0	1.783646e+02	  93	   0	3.865714e-01	3.584029e+01	3594	fear	fear_15.png	
CEV	   1	  12	   1	   0	1.847273e+02	  53	  53	6.867143e-01	3.631329e+01	1493	fear	fear_14.png	
CEV	   1	  13	   1	   0	1.909062e+02	  47	  47	8.250000e-01	3.865000e+01	 525	fear	fear_5.png	
CEV	   1	  14	   1	   0	1.971951e+02	  60	   0	5.938571e-01	3.581229e+01	2143	fear	fear_7.png	
CEV	   1	  15	   1	   0	2.043868e+02	  75	  75	5.071429e-01	3.801429e+01	2750	fear	fear_16.png	
CEV	   1	  16	   1	   0	2.117700e+02	  65	  65	5.382857e-01	3.484686e+01	2532	fear	fear_18.png	
CEV	   1	  17	   1	   0	2.181816e+02	  79	  79	5.014286e-01	3.950714e+01	2790	fear	fear_13.png	
CEV	   1	  18	   1	   0	2.258090e+02	  98	  98	3.827143e-01	3.738271e+01	3621	fear	fear_20.png	
CEV	   1	  19	   1	   0	2.337297e+02	  99	  99	3.848571e-01	3.815457e+01	3606	fear	fear_19.png	
CEV	   1	  20	   1	   0	2.409635e+02	  97	   0	3.818571e-01	  37	3627	fear	fear_3.png	
CEV	   1	  21	   1	   0	2.486657e+02	  73	   0	5.330000e-01	3.913200e+01	2569	fear	fear_2.png	
CEV	   1	  22	   1	   0	2.570682e+02	 102	 102	3.617143e-01	3.700000e+01	3768	fear	fear_3.png	
CEV	   1	  23	   1	   0	2.652352e+02	  96	  96	3.717143e-01	3.551314e+01	3698	fear	fear_12.png	
CEV	   1	  24	   1	   0	2.738995e+02	 102	 102	3.725714e-01	3.811771e+01	3692	fear	fear_15.png	
CEV	   1	  25	   1	   0	2.791643e+02	  46	  46	8.587143e-01	3.957614e+01	 289	fear	fear_18.png	
CEV	   1	  26	   1	   0	2.850956e+02	  48	  48	8.392857e-01	4.035714e+01	 425	fear	fear_20.png	
CEV	   1	  27	   1	   0	2.907511e+02	  40	  40	8.610000e-01	3.441700e+01	 273	fear	fear_14.png	
CEV	   1	  28	   1	   0	2.968099e+02	  49	  49	7.745714e-01	3.777457e+01	 878	fear	fear_1.png	
CEV	   1	  29	   1	   0	3.041884e+02	  99	   0	3.697143e-01	3.663029e+01	3712	fear	fear_7.png	
CEV	   1	  30	   1	   0	3.115551e+02	 100	   0	3.722857e-01	3.737229e+01	3694	fear	fear_13.png	
CEV	   1	  31	   1	   0	3.188259e+02	  72	  72	5.425714e-01	3.917029e+01	2502	fear	fear_6.png	
CEV	   1	  32	   1	   0	3.250023e+02	  51	  51	7.697143e-01	3.930914e+01	 912	fear	fear_19.png	
CEV	   1	  33	   1	   0	3.300746e+02	  42	  42	8.565714e-01	3.614343e+01	 304	fear	fear_10.png	
CEV	   1	  34	   1	   0	3.377296e+02	  94	  94	3.758571e-01	3.549657e+01	3669	fear	fear_2.png	
CEV	   1	  35	   1	   0	3.452712e+02	  97	   0	3.797143e-01	  37	3642	fear	fear_16.png	
CEV	   1	  36	   1	   0	3.521082e+02	  62	  62	6.382857e-01	3.955314e+01	1832	fear	fear_17.png	
CEV	   1	  37	   1	   0	3.588037e+02	  60	  60	6.250000e-01	3.762500e+01	1925	fear	fear_9.png	
CEV	   1	  38	   1	   0	3.662326e+02	  55	  55	6.121429e-01	3.393929e+01	2015	fear	fear_4.png	
CEV	   1	  39	   1	   0	3.728836e+02	  51	   0	6.915714e-01	3.492529e+01	1459	fear	fear_21.png	
CEV	   1	  40	   1	   0	3.795078e+02	  53	  53	6.720000e-01	3.565600e+01	1596	fear	fear_8.png	
CEV	   1	  41	   1	   0	3.878668e+02	  96	   0	3.750000e-01	3.587500e+01	3675	fear	fear_11.png	
CEV	   1	  42	   1	   0	3.949268e+02	  44	  44	8.034286e-01	3.539314e+01	 676	fear	fear_5.png	
