#Subj:	10385
#Run:	1
#Age:	25
#Gender:	female
#29-Jul-2013
Func	Run	Trial	Block	Null	trialStartTime	Mag	ScoreInc	Freq	EV	RT	Emotion	Image
DEV	1	60	11	0	6.335475e+02	77	77	5.211759e-01	3.993560e+01	1651	fear	fear_3.png
DEV	1	61	11	0	6.397605e+02	77	77	5.058416e-01	3.896098e+01	1746	fear	fear_14.png
DEV	1	62	11	0	6.463460e+02	76	76	4.815890e-01	3.643496e+01	1906	fear	fear_19.png
DEV	1	63	11	0	6.537933e+02	76	76	4.639649e-01	3.531897e+01	2031	fear	fear_5.png
DEV	1	64	11	0	6.606437e+02	79	79	4.185833e-01	3.322658e+01	2396	fear	fear_3.png
DEV	1	65	11	0	6.686764e+02	89	0	2.787638e-01	2.469667e+01	4019	fear	fear_1.png
DEV	1	66	11	0	6.766853e+02	81	0	4.059675e-01	3.277919e+01	2511	fear	fear_19.png
DEV	1	67	11	0	6.845474e+02	80	0	3.746240e-01	2.985186e+01	2828	fear	fear_7.png
DEV	1	68	11	0	6.921074e+02	79	79	4.385276e-01	3.456358e+01	2227	fear	fear_9.png
DEV	1	69	11	0	6.992940e+02	84	84	4.107080e-01	3.433741e+01	2467	fear	fear_16.png
DEV	1	70	11	0	7.071889e+02	78	0	4.034254e-01	3.139369e+01	2535	fear	fear_4.png
DEV	1	71	11	0	7.133129e+02	77	77	4.034254e-01	3.099027e+01	2535	fear	fear_10.png
DEV	1	72	11	0	7.191988e+02	82	0	5.126947e-01	4.196136e+01	1703	fear	fear_21.png
DEV	1	73	11	0	7.261688e+02	82	82	3.936513e-01	3.232163e+01	2630	fear	fear_17.png
DEV	1	74	11	0	7.329566e+02	78	78	3.883887e-01	3.039731e+01	2683	fear	fear_5.png
DEV	1	75	11	0	7.405633e+02	84	84	4.044809e-01	3.389020e+01	2525	fear	fear_6.png
DEV	1	76	11	0	7.488153e+02	76	76	3.969955e-01	3.017471e+01	2597	fear	fear_12.png
DEV	1	77	11	0	7.551441e+02	81	0	4.188093e-01	3.407943e+01	2394	fear	fear_20.png
DEV	1	78	11	0	7.622480e+02	82	0	4.023750e-01	3.293388e+01	2545	fear	fear_8.png
DEV	1	79	11	0	7.688639e+02	71	71	7.632836e-01	5.414913e+01	505	fear	fear_11.png
DEV	1	80	11	0	7.741205e+02	72	72	7.901925e-01	5.692526e+01	401	fear	fear_18.png
DEV	1	81	11	0	7.801853e+02	70	70	8.345616e-01	5.875770e+01	235	fear	fear_2.png
DEV	1	82	11	0	7.863762e+02	70	70	7.727746e-01	5.380867e+01	468	fear	fear_13.png
