#Subj:	10811
#Run:	1
#Age:	14
#Gender:	male
#23-Apr-2013
Func	Run	Trial	Block	Null	trialStartTime	Mag	ScoreInc	Freq	EV	RT	Emotion	Image
CEV	   1	   1	  12	   0	1.051094e+02	  50	  50	7.721429e-01	3.854429e+01	 895	scram	scram_16.png	
CEV	   1	   2	  12	   0	1.128812e+02	 100	   0	3.768571e-01	3.775371e+01	3662	scram	scram_8.png	
CEV	   1	   3	  12	   0	1.207480e+02	  87	  87	4.358571e-01	3.787171e+01	3249	scram	scram_15.png	
CEV	   1	   4	  12	   0	1.273292e+02	  79	  79	4.814286e-01	3.796286e+01	2930	scram	scram_12.png	
CEV	   1	   5	  12	   0	1.348722e+02	  58	  58	6.162857e-01	3.576743e+01	1986	scram	scram_3.png	
CEV	   1	   6	  12	   0	1.426353e+02	  95	   0	3.721429e-01	3.551143e+01	3695	scram	scram_2.png	
CEV	   1	   7	  12	   0	1.499717e+02	  81	  81	4.655714e-01	3.793114e+01	3041	scram	scram_5.png	
CEV	   1	   8	  12	   0	1.575720e+02	  93	  93	4.185714e-01	3.909286e+01	3370	scram	scram_18.png	
CEV	   1	   9	  12	   0	1.647904e+02	  88	  88	4.134286e-01	3.658657e+01	3406	scram	scram_7.png	
CEV	   1	  10	  12	   0	1.725753e+02	  95	   0	4.035714e-01	3.821071e+01	3475	scram	scram_21.png	
CEV	   1	  11	  12	   0	1.808908e+02	  86	   0	4.144286e-01	3.575671e+01	3399	scram	scram_6.png	
CEV	   1	  12	  12	   0	1.868202e+02	  43	  43	8.391429e-01	3.616086e+01	 426	scram	scram_19.png	
CEV	   1	  13	  12	   0	1.943881e+02	  88	   0	4.282857e-01	3.785657e+01	3302	scram	scram_9.png	
CEV	   1	  14	  12	   0	2.018089e+02	  77	   0	4.705714e-01	3.605886e+01	3006	scram	scram_20.png	
CEV	   1	  15	  12	   0	2.081799e+02	  61	  61	6.274286e-01	3.825486e+01	1908	scram	scram_17.png	
CEV	   1	  16	  12	   0	2.158292e+02	  81	   0	4.338571e-01	3.526457e+01	3263	scram	scram_11.png	
CEV	   1	  17	  12	   0	2.220390e+02	  79	  79	5.021429e-01	3.951071e+01	2785	scram	scram_14.png	
CEV	   1	  18	  12	   0	2.284393e+02	  74	  74	5.048571e-01	3.750486e+01	2766	scram	scram_10.png	
CEV	   1	  19	  12	   0	2.356907e+02	  67	  67	5.761429e-01	3.872843e+01	2267	scram	scram_13.png	
CEV	   1	  20	  12	   0	2.439500e+02	  81	   0	4.595714e-01	  37	3083	scram	scram_1.png	
CEV	   1	  21	  12	   0	2.505721e+02	  57	   0	6.990000e-01	3.979600e+01	1407	scram	scram_4.png	
CEV	   1	  22	  12	   0	2.578405e+02	  76	  76	4.857143e-01	  37	2900	scram	scram_12.png	
CEV	   1	  23	  12	   0	2.650058e+02	  71	  71	4.917143e-01	3.503314e+01	2858	scram	scram_3.png	
