#Subj:	10814
#Run:	1
#Age:	15
#Gender:	female
#19-Apr-2013
Func	Run	Trial	Block	Null	trialStartTime	Mag	ScoreInc	Freq	EV	RT	Emotion	Image
CEV	   1	   1	   1	   0	9.980938e+01	  61	   0	6.304286e-01	3.826086e+01	1887	fear	fear_10.png	
CEV	   1	   2	   1	   0	1.064705e+02	  51	  51	7.622857e-01	3.852457e+01	 964	fear	fear_4.png	
CEV	   1	   3	   1	   0	1.118854e+02	  46	  46	8.475714e-01	3.869514e+01	 367	fear	fear_8.png	
CEV	   1	   4	   1	   0	1.181687e+02	  47	  47	8.234286e-01	3.864686e+01	 536	fear	fear_21.png	
CEV	   1	   5	   1	   0	1.249392e+02	  46	  46	7.701429e-01	3.545971e+01	 909	fear	fear_1.png	
CEV	   1	   6	   1	   0	1.309430e+02	  45	   0	7.604286e-01	3.395829e+01	 977	fear	fear_6.png	
CEV	   1	   7	   1	   0	1.365116e+02	  47	  47	8.274286e-01	3.865486e+01	 508	fear	fear_9.png	
CEV	   1	   8	   1	   0	1.426048e+02	  50	  50	8.204286e-01	4.110214e+01	 557	fear	fear_11.png	
CEV	   1	   9	   1	   0	1.481929e+02	  44	  44	8.220000e-01	3.617800e+01	 546	fear	fear_12.png	
CEV	   1	  10	   1	   0	1.536701e+02	  46	  46	8.537143e-01	3.956114e+01	 324	fear	fear_17.png	
CEV	   1	  11	   1	   0	1.593601e+02	  42	  42	8.215714e-01	3.453529e+01	 549	fear	fear_15.png	
CEV	   1	  12	   1	   0	1.653049e+02	  45	  45	8.060000e-01	3.619400e+01	 658	fear	fear_14.png	
CEV	   1	  13	   1	   0	1.715547e+02	  48	  48	8.048571e-01	3.860971e+01	 666	fear	fear_5.png	
CEV	   1	  14	   1	   0	1.771549e+02	  45	  45	7.904286e-01	3.541914e+01	 767	fear	fear_7.png	
CEV	   1	  15	   1	   0	1.833803e+02	  49	  49	7.868571e-01	3.857371e+01	 792	fear	fear_16.png	
CEV	   1	  16	   1	   0	1.898799e+02	  43	  43	7.905714e-01	3.383771e+01	 766	fear	fear_18.png	
CEV	   1	  17	   1	   0	1.952378e+02	  51	  51	8.024286e-01	4.101214e+01	 683	fear	fear_13.png	
CEV	   1	  18	   1	   0	2.013328e+02	  46	  46	8.207143e-01	3.782071e+01	 555	fear	fear_20.png	
CEV	   1	  19	   1	   0	2.076150e+02	  46	  46	8.528571e-01	3.955857e+01	 330	fear	fear_19.png	
CEV	   1	  20	   1	   0	2.132486e+02	  44	  44	8.382857e-01	  37	 432	fear	fear_3.png	
CEV	   1	  21	   1	   0	2.199345e+02	  49	   0	8.234286e-01	4.029371e+01	 536	fear	fear_2.png	
CEV	   1	  22	   1	   0	2.268311e+02	  47	  47	7.917143e-01	  37	 758	fear	fear_3.png	
CEV	   1	  23	   1	   0	2.336337e+02	  45	  45	7.617143e-01	3.395314e+01	 968	fear	fear_12.png	
CEV	   1	  24	   1	   0	2.409251e+02	  51	  51	7.662857e-01	3.929886e+01	 936	fear	fear_15.png	
CEV	   1	  25	   1	   0	2.465451e+02	  52	  52	7.567143e-01	3.927014e+01	1003	fear	fear_18.png	
CEV	   1	  26	   1	   0	2.527722e+02	  53	  53	7.547143e-01	4.001886e+01	1017	fear	fear_20.png	
CEV	   1	  27	   1	   0	2.590396e+02	  51	  51	6.862857e-01	3.494114e+01	1496	fear	fear_14.png	
CEV	   1	  28	   1	   0	2.651495e+02	  50	  50	7.597143e-01	3.775971e+01	 982	fear	fear_1.png	
CEV	   1	  29	   1	   0	2.716915e+02	  60	   0	6.077143e-01	3.639229e+01	2046	fear	fear_7.png	
CEV	   1	  30	   1	   0	2.777681e+02	  51	  51	7.447143e-01	3.774471e+01	1087	fear	fear_13.png	
CEV	   1	  31	   1	   0	2.843619e+02	  54	  54	7.358571e-01	3.994343e+01	1149	fear	fear_6.png	
CEV	   1	  32	   1	   0	2.907110e+02	  54	   0	7.201429e-01	3.916043e+01	1259	fear	fear_19.png	
CEV	   1	  33	   1	   0	2.962028e+02	  49	  49	7.367143e-01	3.626329e+01	1143	fear	fear_10.png	
CEV	   1	  34	   1	   0	3.026259e+02	  47	  47	7.278571e-01	3.408857e+01	1205	fear	fear_2.png	
CEV	   1	  35	   1	   0	3.088983e+02	  49	   0	7.475714e-01	  37	1067	fear	fear_16.png	
