#Subj:	10895
#Run:	1
#Age:	20
#Gender:	female
#27-Mar-2013
Func	Run	Trial	Block	Null	trialStartTime	Mag	ScoreInc	Freq	EV	RT	Emotion	Image
CEV	   1	   1	  12	   0	1.251579e+02	  62	   0	6.208571e-01	3.824171e+01	1954	scram	scram_16.png	
CEV	   1	   2	  12	   0	1.313729e+02	  46	  46	8.354286e-01	3.867086e+01	 452	scram	scram_8.png	
CEV	   1	   3	  12	   0	1.393927e+02	  97	  97	3.890000e-01	3.777800e+01	3577	scram	scram_15.png	
CEV	   1	   4	  12	   0	1.463599e+02	 102	 102	3.708571e-01	3.774171e+01	3704	scram	scram_12.png	
CEV	   1	   5	  12	   0	1.532591e+02	  44	  44	7.970000e-01	3.540600e+01	 721	scram	scram_3.png	
CEV	   1	   6	  12	   0	1.598696e+02	  49	   0	7.014286e-01	3.419429e+01	1390	scram	scram_2.png	
CEV	   1	   7	  12	   0	1.670165e+02	  73	  73	5.204286e-01	3.804086e+01	2657	scram	scram_5.png	
CEV	   1	   8	  12	   0	1.743918e+02	  82	  82	4.825714e-01	3.941286e+01	2922	scram	scram_18.png	
CEV	   1	   9	  12	   0	1.816754e+02	  93	  93	3.947143e-01	3.660529e+01	3537	scram	scram_7.png	
CEV	   1	  10	  12	   0	1.887235e+02	  64	   0	6.048571e-01	3.881457e+01	2066	scram	scram_21.png	
CEV	   1	  11	  12	   0	1.968795e+02	  77	   0	4.598571e-01	3.562043e+01	3081	scram	scram_6.png	
CEV	   1	  12	  12	   0	2.038354e+02	  67	   0	5.455714e-01	3.645443e+01	2481	scram	scram_19.png	
CEV	   1	  13	  12	   0	2.116399e+02	 105	   0	3.602857e-01	3.772057e+01	3778	scram	scram_9.png	
CEV	   1	  14	  12	   0	2.177176e+02	  41	  41	8.540000e-01	3.529200e+01	 322	scram	scram_20.png	
CEV	   1	  15	  12	   0	2.236550e+02	  51	  51	7.512857e-01	3.850257e+01	1041	scram	scram_17.png	
CEV	   1	  16	  12	   0	2.299470e+02	  41	  41	8.212857e-01	3.371486e+01	 551	scram	scram_11.png	
CEV	   1	  17	  12	   0	2.355694e+02	  60	  60	6.698571e-01	4.034929e+01	1611	scram	scram_14.png	
CEV	   1	  18	  12	   0	2.416435e+02	  63	  63	5.978571e-01	3.759786e+01	2115	scram	scram_10.png	
CEV	   1	  19	  12	   0	2.491525e+02	  77	  77	5.022857e-01	3.850686e+01	2784	scram	scram_13.png	
CEV	   1	  20	  12	   0	2.575810e+02	  90	   0	4.111429e-01	  37	3422	scram	scram_1.png	
CEV	   1	  21	  12	   0	2.645067e+02	  64	   0	6.118571e-01	3.944743e+01	2017	scram	scram_4.png	
CEV	   1	  22	  12	   0	2.710622e+02	  54	  54	6.891429e-01	  37	1476	scram	scram_12.png	
CEV	   1	  23	  12	   0	2.780382e+02	  64	  64	5.405714e-01	3.483771e+01	2516	scram	scram_3.png	
CEV	   1	  24	  12	   0	2.855960e+02	  56	  56	6.938571e-01	3.908157e+01	1443	scram	scram_2.png	
CEV	   1	  25	  12	   0	2.933746e+02	  84	  84	4.542857e-01	3.836286e+01	3120	scram	scram_11.png	
CEV	   1	  26	  12	   0	3.003208e+02	 102	 102	3.777143e-01	3.851086e+01	3656	scram	scram_9.png	
CEV	   1	  27	  12	   0	3.075643e+02	  88	  88	4.071429e-01	3.577857e+01	3450	scram	scram_5.png	
CEV	   1	  28	  12	   0	3.157013e+02	 106	   0	3.518571e-01	3.735186e+01	3837	scram	scram_21.png	
CEV	   1	  29	  12	   0	3.215986e+02	  44	   0	8.205714e-01	3.617943e+01	 556	scram	scram_20.png	
CEV	   1	  30	  12	   0	3.297104e+02	  95	   0	3.940000e-01	3.739400e+01	3542	scram	scram_19.png	
CEV	   1	  31	  12	   0	3.366233e+02	  57	  57	7.018571e-01	3.980743e+01	1387	scram	scram_10.png	
CEV	   1	  32	  12	   0	3.428346e+02	  60	   0	6.452857e-01	3.893586e+01	1783	scram	scram_8.png	
CEV	   1	  33	  12	   0	3.490067e+02	  67	   0	5.422857e-01	3.645771e+01	2504	scram	scram_6.png	
CEV	   1	  34	  12	   0	3.558138e+02	  74	  74	4.752857e-01	3.509886e+01	2973	scram	scram_14.png	
